t,e,c,v
1721433212393,c,pr-r,s3
1721433229983,h,s,segment.JK
1721433229989,h,s,segment.JK
1721433229989,h,t,triangle.JKM
1721433230001,h,t,triangle.JKM
1721433230001,h,t,triangle.KLM
1721433230025,h,t,triangle.KLM
1721433230025,h,s,segment.KL
1721433230032,h,s,segment.KL
1721433230280,h,po,L
1721433230292,h,po,L
1721433240825,h,s,segment.LM
1721433240959,h,s,segment.LM
1721433240959,h,t,triangle.KLM
1721433241322,h,t,triangle.KLM
1721433241322,h,s,segment.KL
1721433241334,h,s,segment.KL
1721433241813,h,s,segment.KL
1721433242928,h,s,segment.KL
1721433242928,h,t,triangle.KLM
1721433242941,h,t,triangle.KLM
1721433242941,h,s,segment.KM
1721433242953,h,s,segment.KM
1721433242953,h,t,triangle.JKM
1721433242970,h,t,triangle.JKM
1721433242971,h,s,segment.JM
1721433242977,h,s,segment.JM
1721433249843,h,t,triangle.KLM
1721433250443,h,t,triangle.KLM
1721433250444,h,s,segment.KL
1721433251164,h,s,segment.KL
1721433251165,h,t,triangle.KLM
1721433251201,h,t,triangle.KLM
1721433251201,h,s,segment.LM
1721433251213,h,s,segment.LM
1721433251213,h,po,M
1721433251220,h,po,M
1721433255765,h,s,segment.JK
1721433255801,h,s,segment.JK
1721433255801,h,t,triangle.JKM
1721433256364,h,t,triangle.JKM
1721433256364,h,s,segment.JK
1721433257261,h,s,segment.JK
1721433257261,h,t,triangle.JKM
1721433257341,h,t,triangle.JKM
1721433257341,h,s,segment.KM
1721433257535,h,s,segment.KM
1721433257535,h,t,triangle.KLM
1721433258304,h,t,triangle.KLM
1721433258304,h,s,segment.KL
1721433260116,h,s,segment.KL
1721433260116,h,t,triangle.KLM
1721433260394,h,t,triangle.KLM
1721433260395,h,s,segment.KM
1721433262231,h,s,segment.KM
1721433262231,h,t,triangle.JKM
1721433262280,h,t,triangle.JKM
1721433262280,h,s,segment.JK
1721433262286,h,s,segment.JK
1721433263120,c,pr-r,s4
1721433264609,c,pr-r,s5
1721433409710,h,s,segment.MN
1721433409721,h,s,segment.MN
1721433409722,h,t,triangle.KMN
1721433409728,h,t,triangle.KMN
1721433409729,h,t,triangle.KLM
1721433409752,h,t,triangle.KLM
1721433414061,c,pr-r,s1
1721433414222,c,pr-r,s2
1721433414425,c,pr-r,s3
1721433414879,c,pr-r,s4
1721433435303,h,t,triangle.KLM
1721433435376,h,t,triangle.KLM
1721433435376,h,s,segment.KM
1721433435413,h,s,segment.KM
1721433435413,h,t,triangle.KMN
1721433435455,h,t,triangle.KMN
1721433435455,h,s,segment.MN
1721433435497,h,s,segment.MN
1721433456442,h,s,segment.MN
1721433456467,h,s,segment.MN
1721433456467,h,s,segment.KM
1721433456473,h,s,segment.KM
1721433465134,p,l,MNK
1721433465625,p,l,MNK
1721433466170,p,l,KLM
1721433466801,p,l,MNK
1721433467322,p,l,KLM
1721433467879,p,l,MNK
1721433468558,p,l,KLM
1721433469073,h,s,segment.MN
1721433469080,h,s,segment.MN
1721433474238,c,pr-r,s5
1721433474583,c,pr-r,s6
1721433507659,h,t,triangle.KLM
1721433507672,h,t,triangle.KLM
1721433507674,h,s,segment.KM
1721433507678,h,s,segment.KM
1721433507680,h,t,triangle.KMN
1721433507691,h,t,triangle.KMN
1721433512084,h,s,segment.MN
1721433512334,h,s,segment.MN
1721433512334,h,t,triangle.KMN
1721433512394,h,t,triangle.KMN
1721433512418,h,t,triangle.KMN
1721433512485,h,t,triangle.KMN
1721433512485,h,s,segment.KM
1721433513054,h,s,segment.KM
1721433513054,h,t,triangle.KMN
1721433513224,h,t,triangle.KMN
1721433513225,h,s,segment.KM
1721433514210,h,s,segment.KM
1721433514210,h,s,segment.KN
1721433514303,h,s,segment.KN
1721433514581,h,s,segment.KN
1721433517572,h,s,segment.KN
1721433517573,h,t,triangle.KMN
1721433518238,h,t,triangle.KMN
1721433518238,h,s,segment.MN
1721433518273,h,s,segment.MN
1721433529982,h,t,triangle.ACM
1721433529988,h,t,triangle.ACM
1721433529988,h,s,segment.CM
1721433529994,h,s,segment.CM
1721433531378,c,pr-r,s1
1721433531514,c,pr-r,s2
