t,e,c,v
1720724918982,h,s,segment.BD
1720724918990,h,s,segment.BD
1720724918991,h,s,segment.AD
1720724918998,h,s,segment.AD
1720724923438,h,s,segment.BD
1720724923450,h,s,segment.BD
1720724925060,h,po,B
1720724925073,h,po,B
1720724926637,c,pr,s5
1720724927005,c,pr,s4
1720724928144,h,s,segment.AB
1720724928164,h,s,segment.AB
1720724928198,h,s,segment.BD
1720724928428,h,s,segment.BD
1720724928653,c,t,triangle.ABD
1720724928795,h,s,segment.BD
1720724928823,h,s,segment.BD
1720724929109,c,t,triangle.BCD
1720724929567,h,s,segment.BD
1720724929588,h,s,segment.BD
1720724929588,h,t,triangle.ABD
1720724929616,h,t,triangle.ABD
1720724929616,h,s,segment.AB
1720724929623,h,s,segment.AB
1720724931247,h,po,A
1720724931262,h,po,A
1720724931274,h,s,segment.AD
1720724931323,h,s,segment.AD
1720724931608,h,s,segment.AD
1720724931830,h,s,segment.AD
1720724932004,h,s,segment.AD
1720724932038,h,s,segment.AD
1720724932038,h,t,triangle.ABD
1720724932261,h,t,triangle.ABD
1720724932262,h,s,segment.AB
1720724932693,h,s,segment.AB
1720724932693,h,t,triangle.ABD
1720724932741,h,t,triangle.ABD
1720724932742,h,s,segment.BD
1720724932769,h,s,segment.BD
1720724932770,h,t,triangle.BCD
1720724932971,h,t,triangle.BCD
1720724932971,h,s,segment.BC
1720724933012,h,s,segment.BC
1720724933470,h,s,segment.BC
1720724933539,h,s,segment.BC
1720724933540,h,s,segment.AB
1720724933547,h,s,segment.AB
1720724933831,h,s,segment.BC
1720724933866,h,s,segment.BC
1720724933867,h,t,triangle.BCD
1720724934012,h,t,triangle.BCD
1720724934014,h,s,segment.CD
1720724934040,h,s,segment.CD
1720724934048,h,s,segment.CD
1720724934206,h,s,segment.CD
1720724934214,h,s,segment.CD
1720724934950,h,s,segment.CD
1720724934951,h,t,triangle.BCD
1720724935034,h,t,triangle.BCD
1720724935048,h,t,triangle.BCD
1720724935069,h,t,triangle.BCD
1720724935069,h,s,segment.BD
1720724935083,h,s,segment.BD
1720724935084,h,s,segment.AB
1720724935090,h,s,segment.AB
1720724937005,c,qh,show
1720724938333,c,qh,hide
1720724944197,c,pr-r,s1
1720724944701,c,pr-r,s2
1720724947317,c,pr-r,s3
1720724948117,c,pr-r,s4
1720724948646,c,pr-r,s5
1720724949046,c,pr-r,s6
1720724949549,c,pr-r,s7
1720724949925,c,pr-r,s8
1720724950342,c,pr-r,s9
1720724953845,c,pr,s8
1720724955951,h,s,segment.LU
1720724956010,h,s,segment.LU
1720724956011,h,s,segment.PS
1720724956023,h,s,segment.PS
1720724956024,h,t,triangle.LQU
1720724956031,h,t,triangle.LQU
1720724956087,h,t,triangle.LQU
1720724956169,h,t,triangle.LQU
1720724956170,h,s,segment.LQ
