t,e,c,v
1721854322245,h,s,segment.KM
1721854322306,h,s,segment.KM
1721854322310,h,t,triangle.KLM
1721854322325,h,t,triangle.KLM
1721854322326,h,s,segment.KL
1721854322524,h,s,segment.KL
1721854322559,h,s,segment.KL
1721854322775,h,s,segment.KL
1721854322779,h,t,triangle.KLM
1721854323158,h,t,triangle.KLM
1721854323162,h,s,segment.KL
1721854323525,h,s,segment.KL
1721854323527,h,s,segment.KM
1721854323542,h,s,segment.KM
1721854323543,h,t,triangle.JKM
1721854323559,h,t,triangle.JKM
1721854323563,h,s,segment.JK
1721854323594,h,s,segment.JK
1721854325811,h,s,segment.JK
1721854325843,h,s,segment.JK
1721854325848,h,t,triangle.JKM
1721854325877,h,t,triangle.JKM
1721854325881,h,s,segment.KM
1721854325910,h,s,segment.KM
1721854325912,h,t,triangle.KLM
1721854326078,h,t,triangle.KLM
1721854326082,h,s,segment.KL
1721854326510,h,s,segment.KL
1721854326514,h,t,triangle.KLM
1721854326594,h,t,triangle.KLM
1721854326599,h,s,segment.KM
1721854326628,h,s,segment.KM
1721854326632,h,s,segment.JM
1721854326677,h,s,segment.JM
1721854327810,h,s,segment.JM
1721854327845,h,s,segment.JM
1721854327863,h,t,triangle.JKM
1721854327927,h,t,triangle.JKM
1721854327929,h,s,segment.KM
1721854328027,h,s,segment.KM
1721854328032,h,t,triangle.KLM
1721854328242,h,t,triangle.KLM
1721854328247,h,s,segment.KL
1721854331130,h,s,segment.KL
1721854331135,h,t,triangle.KLM
1721854331479,h,t,triangle.KLM
1721854331485,h,s,segment.KM
1721854331947,h,s,segment.KM
1721854331951,h,t,triangle.KLM
1721854331980,h,t,triangle.KLM
1721854331984,h,s,segment.LM
1721854332013,h,s,segment.LM
1721854342451,n,i,
1721854734624,p,l,EFGH
1721854735687,p,l,J
1721854736172,p,l,J
1721854738523,p,l,FGJ
1721854740372,a,pr,prove
1721854741507,a,pr,s1
1721854751186,a,pr,s2
1721854752278,a,pr,s3
1721854757866,a,pr,s4
1721854775514,a,pr,s5
1721854781266,a,pr,s6
1721854794466,a,pr,s7
1721854800737,a,pr,s8
1721854821510,a,pr,prove
1721854829461,a,pr,s1
1721854846232,a,pr,s2
1721854864737,a,pr,s3
1721854871515,a,pr,s4
1721854877387,a,pr,s5
1721854879172,a,pr,s6
1721854897968,a,pr,s7
1721854926573,a,pr,s8
1721854940521,h,s,segment.LQ
1721854940538,h,s,segment.LQ
1721854940542,h,s,segment.LU
1721854940839,h,s,segment.LU
1721854940843,h,s,segment.PS
1721854940871,h,s,segment.PS
1721854940877,h,s,segment.LQ
1721854940890,h,s,segment.LQ
1721854940894,h,s,segment.PS
1721854940906,h,s,segment.PS
1721854940907,h,po,R
1721854940923,h,po,R
1721854940926,h,t,triangle.PSU
1721854941072,h,t,triangle.PSU
1721854941076,h,s,segment.PU
1721854941371,h,s,segment.PU
1721854941372,h,s,segment.PS
1721854941871,h,s,segment.PS
1721854941873,h,t,triangle.LPS
1721854942006,h,t,triangle.LPS
1721854942010,h,s,segment.NU
1721854942190,h,s,segment.NU
1721854942195,h,s,segment.LN
1721854942456,h,s,segment.LN
1721854942523,h,s,segment.LP
1721854942539,h,s,segment.LP
1721854942623,h,s,segment.LP
1721854942640,h,s,segment.LP
1721854942672,h,s,segment.LP
1721854943921,h,s,segment.LP
1721854943923,h,t,triangle.LPS
1721854944140,h,t,triangle.LPS
1721854944146,h,s,segment.PS
1721854944223,h,s,segment.PS
1721854944228,h,po,R
1721854944241,h,po,R
1721854944243,h,s,segment.LQ
1721854945091,h,s,segment.LQ
1721854945095,h,t,triangle.LQU
1721854945110,h,t,triangle.LQU
1721854945115,h,s,segment.NU
1721854945758,h,s,segment.NU
1721854945874,h,t,triangle.LQU
1721854946008,h,t,triangle.LQU
1721854946013,h,s,segment.LU
1721854948059,h,s,segment.LU
1721854948067,h,s,segment.LQ
1721854948079,h,s,segment.LQ
1721854950244,a,pr,s9
1721854955260,c,pr,s1
1721854956085,c,pr,s2
1721854956544,h,s,segment.LU
1721854956678,h,s,segment.LU
1721854956682,h,t,triangle.LQU
1721854956698,h,t,triangle.LQU
1721854956761,h,s,segment.LQ
1721854956879,h,s,segment.LQ
1721854956883,h,t,triangle.LNU
1721854956928,h,t,triangle.LNU
1721854956978,h,s,segment.LN
1721854957128,h,s,segment.LN
1721854958523,c,pr,s4
1721854960146,p,l,LU
1721854960480,m,d,Perpendicular
1721854960566,p,l,PS
1721854960948,m,d,Perpendicular
1721854961016,p,l,LU
1721854962331,m,d,Congruent triangles
1721854962498,p,l,LU
1721854962532,m,d,Perpendicular
1721854962814,p,l,PS
1721854963413,p,l,LNU
1721854969589,h,s,segment.LN
1721854969607,h,s,segment.LN
1721854969608,h,t,triangle.LNU
1721854969626,h,t,triangle.LNU
1721854969632,h,s,segment.LQ
1721854969781,h,s,segment.LQ
1721854969786,h,t,triangle.LNU
1721854969803,h,t,triangle.LNU
1721854969808,h,s,segment.NU
1721854969833,h,s,segment.NU
1721854969838,h,t,triangle.LPS
1721854969898,h,t,triangle.LPS
1721854969949,h,t,triangle.LPS
1721854970448,h,t,triangle.LPS
1721854970453,h,s,segment.PS
1721854971083,h,s,segment.PS
1721854971090,h,s,segment.LQ
1721854971116,h,s,segment.LQ
1721854971121,h,s,segment.PS
1721854971183,h,s,segment.PS
1721854971188,h,s,segment.LU
1721854971251,h,s,segment.LU
1721854972134,m,mi,
1721854972501,ml,mi,
1721854973068,h,s,segment.LN
1721854973667,h,s,segment.LN
1721854973672,h,t,triangle.LNU
1721854973720,h,t,triangle.LNU
1721854973724,h,s,segment.NU
1721854973738,h,s,segment.NU
1721854973742,h,s,segment.LQ
1721854973786,h,s,segment.LQ
1721854973789,h,t,triangle.LQU
1721854973902,h,t,triangle.LQU
1721854973952,h,s,segment.QU
1721854978224,h,s,segment.QU
1721854978325,h,s,segment.NU
1721854978375,h,s,segment.NU
1721854978378,h,t,triangle.LQU
1721854978391,h,t,triangle.LQU
1721854978395,h,s,segment.LU
1721854978439,h,s,segment.LU
1721854978523,m,mi,
1721854978655,ml,mi,
1721854979269,c,pr,s5
1721854979936,c,pr,s6
1721854982723,m,mi,
1721854982890,ml,mi,
1721854983841,h,s,segment.LU
1721854984024,h,s,segment.LU
1721854984031,h,s,segment.LQ
1721854984124,h,s,segment.LQ
1721854984372,h,s,segment.LQ
1721854984424,h,s,segment.LQ
1721854984428,h,s,segment.LU
1721854989312,h,s,segment.LU
1721854990210,m,mi,
1721854990410,ml,mi,
1721854990476,h,s,segment.LU
1721854990510,h,s,segment.LU
1721854990513,h,s,segment.PS
1721854990545,h,s,segment.PS
1721854990549,h,s,segment.LQ
1721854990574,h,s,segment.LQ
1721854990578,h,s,segment.PS
1721854990609,h,s,segment.PS
1721854990611,h,t,triangle.LPS
1721854990627,h,t,triangle.LPS
1721854990643,h,t,triangle.LPS
1721854990692,h,t,triangle.LPS
1721854990695,h,s,segment.LP
1721854990976,h,s,segment.LP
1721854990978,h,t,triangle.LPS
1721854991010,h,t,triangle.LPS
1721854991017,h,s,segment.PS
1721854991034,h,s,segment.PS
1721854991038,h,t,triangle.PSU
1721854991046,h,t,triangle.PSU
1721854991048,h,s,segment.LQ
1721854991061,h,s,segment.LQ
1721854991064,h,t,triangle.LQU
1721854991078,h,t,triangle.LQU
1721854991080,h,s,segment.NU
1721854991094,h,s,segment.NU
1721854991097,h,s,segment.LU
1721854991126,h,s,segment.LU
1721854991792,m,mi,
1721854991976,ml,mi,
1721854992010,h,s,segment.LU
1721854992028,h,s,segment.LU
1721854992033,h,s,segment.PS
1721854992045,h,s,segment.PS
1721854992047,h,s,segment.LQ
1721854992078,h,s,segment.LQ
1721854992084,h,s,segment.PS
1721854992194,h,s,segment.PS
1721854992199,h,s,segment.LP
1721854992694,h,s,segment.LP
1721854992699,h,t,triangle.LPS
1721854992728,h,t,triangle.LPS
1721854992733,h,s,segment.PS
1721854992795,h,s,segment.PS
1721854992800,h,s,segment.NU
1721854992815,h,s,segment.NU
1721854992818,h,s,segment.LQ
1721854992845,h,s,segment.LQ
1721854992862,h,s,segment.PS
1721854992910,h,s,segment.PS
1721854992928,h,s,segment.LU
1721854993011,h,s,segment.LU
1721854995998,m,mi,
1721854996548,ml,mi,
1721854996999,h,s,segment.LU
1721854997049,h,s,segment.LU
1721854997053,h,s,segment.LQ
1721854997183,h,s,segment.LQ
1721854997189,h,s,segment.LN
1721854997267,h,s,segment.LN
1721854997813,h,s,segment.LN
1721854998280,h,s,segment.LN
1721854998283,h,s,segment.NU
1721854998348,h,s,segment.NU
1721854998353,h,t,triangle.LPS
1721854998432,h,t,triangle.LPS
1721854998437,h,s,segment.PS
1721854999198,h,s,segment.PS
1721854999203,h,s,segment.LQ
1721854999231,h,s,segment.LQ
1721854999237,h,s,segment.NU
1721854999250,h,s,segment.NU
1721854999282,h,t,triangle.LQU
1721854999315,h,t,triangle.LQU
1721854999320,h,s,segment.LU
1721854999697,h,s,segment.LU
1721854999716,h,s,segment.LU
1721855000314,h,s,segment.LU
1721855001216,h,s,segment.PS
1721855002512,h,s,segment.PS
1721855003385,h,s,segment.LQ
1721855003452,h,s,segment.LQ
1721855003457,h,s,segment.NU
1721855003485,h,s,segment.NU
1721855003488,h,t,triangle.LPS
1721855003582,h,t,triangle.LPS
1721855003833,h,s,segment.PS
1721855004717,h,s,segment.PS
1721855004722,h,s,segment.NU
1721855004736,h,s,segment.NU
1721855004740,h,s,segment.LQ
1721855004751,h,s,segment.LQ
1721855004753,h,s,segment.PS
1721855004785,h,s,segment.PS
1721855004788,h,s,segment.LU
1721855004818,h,s,segment.LU
1721855004868,m,mi,
1721855006486,ml,mi,
1721855007153,h,s,segment.LU
1721855007170,h,s,segment.LU
1721855007186,h,s,segment.NU
1721855007204,h,s,segment.NU
1721855007209,h,s,segment.LQ
1721855007224,h,s,segment.LQ
1721855007227,h,t,triangle.PSU
1721855007271,h,t,triangle.PSU
1721855007288,h,t,triangle.PSU
1721855007439,h,t,triangle.PSU
1721855007442,h,s,segment.PS
1721855007571,h,s,segment.PS
1721855007576,h,s,segment.LP
1721855007801,h,s,segment.LP
1721855007806,h,t,triangle.LPS
1721855007835,h,t,triangle.LPS
1721855007837,h,s,segment.PS
1721855008100,h,s,segment.PS
1721855008105,h,s,segment.LQ
1721855008122,h,s,segment.LQ
1721855008126,h,s,segment.NU
1721855008137,h,s,segment.NU
1721855008141,h,s,segment.PS
1721855008152,h,s,segment.PS
1721855008157,h,s,segment.LU
1721855008184,h,s,segment.LU
1721855008250,m,mi,
1721855008434,ml,mi,
1721855011166,c,pr,s7
1721855011570,m,mi,
1721855011586,ml,mi,
1721855011619,h,s,segment.LQ
1721855011655,h,s,segment.LQ
1721855011660,h,s,segment.LN
1721855012103,h,s,segment.LN
1721855012109,h,s,segment.LQ
1721855012122,h,s,segment.LQ
1721855012138,h,s,segment.LU
1721855012157,h,s,segment.LU
1721855012188,m,mi,
1721855012205,ml,mi,
1721855012703,p,l,SUP
1721855012729,p,l,SLP
1721855013054,p,l,SLP
1721855015875,m,d,Congruent angles
1721855015926,p,l,SUP
1721855018392,p,l,UQL
1721855019079,c,pr,s8
1721855019574,p,l,UQL
1721855019725,m,d,Congruent angles
1721855019744,p,l,LNU
1721855020346,p,l,LNU
1721855027636,m,d,Congruent angles
1721855027670,p,l,UQL
1721855028099,m,d,Congruent angles
1721855028117,p,l,LNU
1721855028682,m,d,Congruent angles
1721855028701,p,l,UQL
1721855029932,p,l,PSU
1721855030214,p,l,UPS
1721855033637,c,pr,s6
1721855036292,c,pr,s7
1721855049100,m,mi,
1721855049117,ml,mi,
1721855049183,h,s,segment.LU
1721855049201,h,s,segment.LU
1721855049207,h,t,triangle.LQU
1721855049234,h,t,triangle.LQU
1721855049237,h,s,segment.LQ
1721855049275,h,s,segment.LQ
1721855049278,h,s,segment.NU
1721855049293,h,s,segment.NU
1721855049297,h,s,segment.PS
1721855049522,h,s,segment.PS
1721855049527,h,t,triangle.LPS
1721855049622,h,t,triangle.LPS
1721855049629,h,s,segment.NU
1721855049739,h,s,segment.NU
1721855049743,h,t,triangle.LNU
1721855049955,h,t,triangle.LNU
1721855049962,h,s,segment.NU
1721855060969,h,s,segment.NU
1721855060972,h,t,triangle.LNU
1721855061036,h,t,triangle.LNU
1721855061039,h,s,segment.LN
1721855061441,h,s,segment.LN
1721855061446,h,po,L
1721855061459,h,po,L
1721855061658,h,s,segment.LP
1721855061692,h,s,segment.LP
1721855061698,h,t,triangle.LPS
1721855061726,h,t,triangle.LPS
1721855061729,h,s,segment.PS
1721855061744,h,s,segment.PS
1721855061749,h,s,segment.LQ
1721855061776,h,s,segment.LQ
1721855061780,h,t,triangle.LQU
1721855061793,h,t,triangle.LQU
1721855061797,h,s,segment.QU
1721855061810,h,s,segment.QU
1721855062025,h,po,U
1721855062058,h,po,U
1721855062060,h,s,segment.NU
1721855062076,h,s,segment.NU
1721855062082,h,s,segment.LU
1721855062094,h,s,segment.LU
1721855062960,h,s,segment.QU
1721855062994,h,s,segment.QU
1721855062997,h,t,triangle.LQU
1721855063043,h,t,triangle.LQU
1721855063046,h,s,segment.NU
1721855063064,h,s,segment.NU
1721855063079,h,s,segment.PS
1721855063095,h,s,segment.PS
1721855063098,h,t,triangle.LQU
1721855063113,h,t,triangle.LQU
1721855063115,h,s,segment.LU
1721855063146,h,s,segment.LU
1721855064063,m,mi,
1721855064981,ml,mi,
1721855065465,p,l,UQL
1721855065599,p,l,PS
1721855066017,p,l,PS
1721855066200,m,d,Perpendicular
1721855066267,p,l,LU
1721855066630,p,l,LN
1721855066714,m,d,Congruent lines
1721855066751,p,l,QU
1721855066849,p,l,LPS
1721855069585,c,pr,s6
1721855072120,m,mi,
1721855072287,ml,mi,
1721855072420,h,s,segment.LU
1721855072454,h,s,segment.LU
1721855072457,h,t,triangle.LQU
1721855072473,h,t,triangle.LQU
1721855072477,h,s,segment.LQ
1721855072503,h,s,segment.LQ
1721855072507,h,t,triangle.LNU
1721855072521,h,t,triangle.LNU
1721855072525,h,s,segment.NU
1721855072538,h,s,segment.NU
1721855072540,h,t,triangle.LPS
1721855072566,h,t,triangle.LPS
1721855072583,h,s,segment.PS
1721855072765,h,s,segment.PS
1721855072785,h,s,segment.PU
1721855072817,h,s,segment.PU
1721855072821,h,po,P
1721855073133,h,po,P
1721855073216,h,s,segment.LP
1721855073299,h,s,segment.LP
1721855073304,h,s,segment.PS
1721855073350,h,s,segment.PS
1721855073353,h,s,segment.PU
1721855073582,h,s,segment.PU
1721855073585,h,s,segment.PS
1721855073635,h,s,segment.PS
1721855073684,h,s,segment.PS
1721855074483,h,s,segment.PS
1721855074490,h,s,segment.LQ
1721855074551,h,s,segment.LQ
1721855074557,h,s,segment.NU
1721855074584,h,s,segment.NU
1721855074618,h,po,S
1721855074635,h,po,S
1721855074651,h,s,segment.LU
1721855074684,h,s,segment.LU
1721855074850,m,mi,
1721855074950,ml,mi,
1721855075167,h,s,segment.LU
1721855075617,h,s,segment.LU
1721855075651,h,s,segment.PS
1721855075919,h,s,segment.PS
1721855075952,h,s,segment.LU
1721855076268,h,s,segment.LU
1721855076287,h,t,triangle.LQU
1721855076667,h,t,triangle.LQU
1721855076673,h,s,segment.LU
1721855076818,h,s,segment.LU
1721855079471,h,s,segment.LU
1721855080120,h,s,segment.LU
1721855081321,h,s,segment.LU
1721855081521,h,s,segment.LU
1721855081524,h,t,triangle.LQU
1721855081556,h,t,triangle.LQU
1721855081560,h,s,segment.LQ
1721855081621,h,s,segment.LQ
1721855081623,h,t,triangle.LNU
1721855081652,h,t,triangle.LNU
1721855081655,h,s,segment.NU
1721855081687,h,s,segment.NU
1721855081691,h,s,segment.LP
1721855081721,h,s,segment.LP
1721855082187,h,s,segment.LP
1721855082255,h,s,segment.LP
1721855082261,h,t,triangle.LPS
1721855082354,h,t,triangle.LPS
1721855082404,h,s,segment.PS
1721855082471,h,s,segment.PS
1721855082473,h,s,segment.LQ
1721855082504,h,s,segment.LQ
1721855082522,h,s,segment.PS
1721855082538,h,s,segment.PS
1721855082554,h,s,segment.LU
1721855083371,h,s,segment.LU
1721855083439,m,mi,
1721855083605,ml,mi,
1721855084188,c,pr,s7
1721855088231,c,pr,s8
1721855090804,c,pr,s9
1721855092610,c,pr,s8
1721855098941,c,pr,s7
1721855101027,c,pr,s8
1721855121734,h,s,segment.PU
1721855121843,h,s,segment.PU
1721855121849,h,t,triangle.PSU
1721855122038,h,t,triangle.PSU
1721855122045,h,s,segment.PS
1721855122103,h,s,segment.PS
1721855122105,h,t,triangle.LPS
1721855122121,h,t,triangle.LPS
1721855122123,h,s,segment.NU
1721855122154,h,s,segment.NU
1721855122157,h,t,triangle.LNU
1721855122170,h,t,triangle.LNU
1721855122173,h,s,segment.LQ
1721855122337,h,s,segment.LQ
1721855122341,h,t,triangle.LNU
1721855122371,h,t,triangle.LNU
1721855122505,h,t,triangle.LNU
1721855122555,h,t,triangle.LNU
1721855122572,h,t,triangle.LNU
1721855122886,h,t,triangle.LNU
1721855122904,h,s,segment.LN
1721855122939,h,s,segment.LN
1721855124269,c,pr,s7
1721855125454,c,pr,s8
1721855126075,m,mi,
1721855126108,ml,mi,
1721855126174,h,s,segment.LQ
1721855126243,h,s,segment.LQ
1721855126248,h,t,triangle.LNU
1721855126342,h,t,triangle.LNU
1721855126348,h,s,segment.NU
1721855126625,h,s,segment.NU
1721855126643,h,s,segment.NU
1721855126675,h,s,segment.NU
1721855126677,h,t,triangle.LNU
1721855126725,h,t,triangle.LNU
1721855126728,h,s,segment.LN
1721855126890,h,s,segment.LN
1721855127325,h,t,triangle.LNU
1721855127358,h,t,triangle.LNU
1721855127376,h,s,segment.NU
1721855127458,h,s,segment.NU
1721855127464,h,s,segment.PS
1721855127509,h,s,segment.PS
1721855127514,h,s,segment.LQ
1721855127692,h,s,segment.LQ
1721855127698,h,s,segment.PU
1721855127726,h,s,segment.PU
1721855127732,h,s,segment.QU
1721855127858,h,s,segment.QU
1721855127865,h,s,segment.LQ
1721855127880,h,s,segment.LQ
1721855127894,h,s,segment.QU
1721855127974,h,s,segment.QU
1721855128441,h,t,triangle.LQU
1721855128559,h,t,triangle.LQU
1721855129301,h,t,triangle.LQU
1721855129512,h,t,triangle.LQU
1721855129517,h,s,segment.LQ
1721855129961,h,s,segment.LQ
1721855129967,h,t,triangle.LNU
1721855130029,h,t,triangle.LNU
1721855130113,h,s,segment.LN
1721855130544,h,s,segment.LN
1721855177442,h,s,segment.LP
1721855179518,h,s,segment.LP
1721855179523,h,t,triangle.LPS
1721855179537,h,t,triangle.LPS
1721855179543,h,s,segment.PS
1721855179556,h,s,segment.PS
1721855179561,h,t,triangle.PSU
1721855179571,h,t,triangle.PSU
1721855179573,h,s,segment.PU
1721855179586,h,s,segment.PU
